,score
HEHOMTE3,1.2003787755966187
HEPRINOH,1.0506365299224854
HEPSCYBA,1.0062134265899658
HXTENURE,0.9960255026817322
HXHNETQL,0.8579457402229309
HXPSCON1,0.6975479125976562
PXERNPER,0.6963101029396057
PUDWCK5,0.6890316009521484
HENOTV11,0.6719832420349121
HEEVRHOM,0.6711745858192444
PXLKM1,0.6646111607551575
PXHSPNON,0.6380900144577026
HEINSCHL,0.6055022478103638
HENOTV8,0.6004719138145447
HEDEVSTA,0.5954174995422363
HXINWORK,0.5868702530860901
HENOHM3,0.578518271446228
PXINSCHL,0.5778912901878357
PXNETCK2,0.5738190412521362
PRHERNAL,0.5564237236976624
PXNLFACT,0.549708902835846
HUBUSL2,0.5373884439468384
HENOHM2,0.5366808176040649
HEDEVQUA,0.5359766483306885
HENOTV3,0.5284242630004883
HENOTV12,0.5160322189331055
PEINOTHR,0.5125256180763245
PXRACE1,0.5061514973640442
HEMEDMON,0.5037152767181396
PRUNEDUR,0.5024133324623108
HXINLICO,0.4993002712726593
HXPSPRE1,0.480567991733551
PXLAPTOP,0.4795118570327759
PXHRRSN1,0.475149929523468
HETVBOX,0.47021475434303284
HXDEVQUA,0.4670774042606354
HEHNETQL,0.4660438597202301
HEMEDINF,0.4653526544570923
HXINELHO,0.4651576578617096
HENOTV6,0.4630841016769409
PRDASIAN,0.4624766409397125
STATE,0.4582107961177826
HXLAPTOP,0.45730894804000854
PXIO2COW,0.4496920704841614
PELKLWO,0.4492904841899872
PRCITFLG,0.44617733359336853
HEINLICO,0.443843275308609
HEDESKTP,0.4405074715614319
HXMEDINF,0.4397543966770172
HENOTV7,0.4368761479854584
HENOHM1,0.43683886528015137
PXINTRAV,0.435674786567688
PRDTOCC2,0.4355235695838928
PRWKSCH,0.430720716714859
HEINCAFE,0.42715469002723694
HXNOTV1,0.4229065477848053
HEINTRAV,0.41939783096313477
PXTABLET,0.41852182149887085
HEHMINT2,0.41791459918022156
PEERNRT,0.41538700461387634
HENOTV1,0.4130256175994873
PXMLR,0.4124436378479004
HXDEVSTA,0.4118216037750244
HEHNETST,0.41123777627944946
HEWEARAB,0.4093232750892639
HEHOMTE2,0.40457284450531006
HELAPTOP,0.3988935351371765
HRNUMHOU,0.39872634410858154
PEDWWK,0.3984481394290924
HEMPHONE,0.3979283273220062
HXTELHHD,0.39643993973731995
PXAGE,0.3961647152900696
HEINOTHR,0.39518511295318604
PXINUSYR,0.3951297998428345
HXMEDDOC,0.3926733434200287
PULKPS2,0.3895188271999359
