,score
HEPSCYBA,2.320751667022705
HENOTV11,2.178910970687866
HENOTV10,1.7860636711120605
HEMEDINF,1.5681219100952148
PXLKM1,1.3708109855651855
PUNLFCK1,1.2707140445709229
HEINCAFE,1.141716480255127
HECBULLY,1.0921432971954346
HEEVRHOM,1.0400547981262207
PRNLFSCH,1.0260928869247437
PESCHLVL,0.9623602032661438
PULAY,0.9295022487640381
HETRADTV,0.9268032908439636
HENOTV9,0.921942412853241
HEMPHONE,0.9048351645469666
HHWGT53,0.8878370523452759
HEHOMTE4,0.8816813826560974
HENOOU7,0.8773643374443054
HEHMINT1,0.8350881934165955
HENOTV1,0.8319045305252075
HXTELHHD,0.7881495952606201
PXFNTVTY,0.7692408561706543
PXDISEYE,0.7665308117866516
PEINLICO,0.7519519329071045
HUBUSL3,0.7486132979393005
HHWGT82,0.7109631896018982
HHWGT27,0.7092547416687012
HUBUSL1,0.705101490020752
HHWGT109,0.7031388282775879
GTINDVPC,0.6977362632751465
HHWGT24,0.6921684145927429
HHWGT159,0.6785781383514404
HHWGT108,0.6771031618118286
HHWGT56,0.6760972142219543
GTCSA,0.6753463745117188
HHWGT86,0.6691999435424805
HHWGT41,0.6679968237876892
HHWGT52,0.6638093590736389
HHWGT32,0.6636502742767334
GTCO,0.6623172760009766
HHWGT103,0.6607241034507751
HHWGT101,0.6552265882492065
HENOOU10,0.6531907916069031
PXSCHLVL,0.6500398516654968
HHWGT20,0.6480664014816284
PRDTIND2,0.6424325704574585
PXERNLAB,0.639610767364502
HHWGT18,0.636967122554779
HHWGT48,0.633602499961853
HHWGT55,0.6284807324409485
HHWGT128,0.6257057785987854
HEINOTHR,0.624940812587738
HHWGT63,0.6249014139175415
PEABSRSN,0.623075008392334
HHWGT111,0.6189826726913452
HHWGT102,0.6180468797683716
HHWGT94,0.6175163388252258
HHWGT130,0.6109781861305237
HHWGT92,0.6074594259262085
HHWGT132,0.6069255471229553
HHWGT40,0.6031492948532104
HHWGT90,0.6028310060501099
HHWGT62,0.6014957427978516
HEDESKTP,0.6009301543235779
HHWGT126,0.5991829037666321
HHWGT6,0.599098265171051
HHWGT37,0.5985631942749023
HHWGT124,0.5982412099838257
PRDTCOW2,0.5975977182388306
HHWGT104,0.5953461527824402
HHWGT85,0.5940345525741577
HHWGT50,0.5933972001075745
HHWGT49,0.5896297693252563
HHWGT131,0.5888152718544006
HENOHM1,0.5852895975112915
HHWGT71,0.5819347500801086
HHWGT152,0.5816165804862976
HHWGT29,0.5811560750007629
HHWGT145,0.5807182788848877
HHWGT146,0.5787109732627869
HHWGT148,0.5775360465049744
HHWGT31,0.5771639347076416
HHWGT154,0.5730453133583069
PTDTRACE,0.5716044306755066
HHWGT142,0.571444571018219
HHWGT11,0.5707308053970337
HHWGT60,0.5697752833366394
HHWGT156,0.5682587623596191
HHWGT106,0.5676239728927612
HHWGT113,0.5675899982452393
HHWGT46,0.5641576647758484
HHWGT88,0.5635518431663513
HHWGT120,0.5629642605781555
HHWGT36,0.5612391233444214
HWHHWTLN,0.5609292984008789
HHWGT133,0.5606765747070312
HHWGT127,0.5601598024368286
HHWGT38,0.5595721006393433
HHWGT5,0.559532642364502
HHWGT135,0.5569698214530945
HHWGT140,0.5556109547615051
HHWGT139,0.5551453232765198
HHWGT73,0.552364706993103
PEWGT102,0.5516536235809326
HHWGT34,0.5499687194824219
HHWGT125,0.5468810796737671
HHWGT121,0.5464884042739868
GTCBSA,0.5458257794380188
HHWGT9,0.5455294251441956
HHWGT57,0.5430647730827332
HHWGT78,0.5407728552818298
HHWGT107,0.5374460220336914
HHWGT80,0.5373424887657166
HHWGT67,0.5370668172836304
HHWGT22,0.5367493033409119
HENOHM10,0.5366453528404236
HHWGT96,0.5364920496940613
HHWGT117,0.5344932079315186
HHWGT47,0.5325431823730469
HHWGT84,0.5312278270721436
HHWGT59,0.5303098559379578
HHWGT136,0.5287711024284363
HHWGT137,0.5287063121795654
HHWGT123,0.5285855531692505
HHWGT16,0.528495192527771
HEPECOMP,0.5280552506446838
HHWGT13,0.5278098583221436
HHWGT98,0.5269196033477783
HHWGT74,0.5266982316970825
PXMLR,0.5254718661308289
PULKDK1,0.5253891348838806
HHWGT8,0.5243605971336365
HHWGT64,0.5234786868095398
HHWGT44,0.521722137928009
HHWGT7,0.5211504697799683
HHWGT68,0.5180680155754089
HHWGT89,0.5179983973503113
HHWGT39,0.5179593563079834
HHWGT144,0.5170896649360657
HHWGT91,0.5168689489364624
HHWGT42,0.5158257484436035
HHWGT143,0.5155664682388306
HHWGT23,0.5151967406272888
HEMEDDOC,0.5145391821861267
HHWGT70,0.5142167210578918
HETABLET,0.5131614208221436
HHWGT28,0.5112419724464417
HHWGT35,0.5108965635299683
HHWGT147,0.5108705163002014
PELAYLK,0.5104567408561707
HHWGT118,0.5101380348205566
PECOHAB,0.5083624720573425
HHWGT97,0.5019343495368958
HHWGT129,0.5017752647399902
HHWGT138,0.5014089941978455
HHWGT19,0.5011959671974182
GESTFIPS,0.49964824318885803
HHWGT76,0.49874749779701233
HHWGT15,0.49619442224502563
HHWGT95,0.49618661403656006
HHWGT112,0.49368977546691895
HHWGT149,0.4884103834629059
PUBUS2OT,0.48715925216674805
PEMNTVTY,0.4846821427345276
HHWGT75,0.4840826988220215
HHWGT45,0.4837445318698883
PXERNUOT,0.48164239525794983
PXERNCOV,0.4802796542644501
HHWGT93,0.4776400029659271
HHWGT155,0.4775318503379822
HHWGT79,0.47187530994415283
HHWGT69,0.47172120213508606
HHWGT72,0.47133007645606995
HHWGT65,0.4707498550415039
HHWGT2,0.46950793266296387
PXDISREM,0.4689801037311554
HHWGT119,0.46865203976631165
HHWGT157,0.46822333335876465
HHWGT12,0.46600908041000366
HHWGT14,0.46470463275909424
HHWGT141,0.46410518884658813
HHWGT3,0.46410131454467773
HHWGT83,0.4637160003185272
HHWGT99,0.46330440044403076
HENOOU1,0.46270573139190674
HENOTV3,0.4615595042705536
HHWGT87,0.4610276222229004
PXCERT1,0.45853203535079956
HHWGT153,0.4568048417568207
HHWGT26,0.45594242215156555
HEINELHO,0.4555882513523102
HHWGT4,0.4539063274860382
PXMJOT,0.45374366641044617
PXNATVTY,0.4536980986595154
HHWGT116,0.4528418481349945
PEWGT60,0.4508652985095978
HHWGT43,0.44789037108421326
HEINWORK,0.4466886818408966
PTWK,0.44485512375831604
HHWGT158,0.44317498803138733
HHWGT25,0.4418737590312958
PEWGT95,0.44001415371894836
HHWGT17,0.4384300410747528
PULKM2,0.4376148283481598
PEHRFTPT,0.43750056624412537
HEINTRAV,0.43554210662841797
PXHRRSN3,0.43165892362594604
HEPRINOH,0.4309498369693756
HHWGT10,0.42823904752731323
HUBUSL2,0.42823469638824463
PXDISEAR,0.4271898865699768
PWORWGT,0.426404744386673
HHWGT100,0.42549821734428406
PEWGT111,0.4247467517852783
HHWGT115,0.42255932092666626
PEWGT40,0.42117100954055786
HHWGT30,0.4173823297023773
HHWGT54,0.41376814246177673
PXSCHENR,0.4133599102497101
HUPRSCNT,0.41316506266593933
HEMEDMON,0.41275548934936523
HHWGT81,0.41100722551345825
HHWGT114,0.41086575388908386
HEWEARAB,0.41050228476524353
HHWGT134,0.41025277972221375
HHWGT61,0.4096890687942505
PXAGE,0.40940895676612854
HEMEDREC,0.40846535563468933
REWGT93,0.4076797664165497
PEEDTRAI,0.40533241629600525
HHWGT150,0.4047955274581909
PXHRUSL2,0.40124747157096863
HHWGT51,0.4000726044178009
HHWGT33,0.39723169803619385
HHWGT66,0.3970736265182495
HHWGT77,0.39489883184432983
HHWGT160,0.39155271649360657
HHWGT105,0.39144718647003174
PEFINANC,0.39084023237228394
HHWGT122,0.3908364474773407
HHWGT21,0.38692429661750793
HHWGT151,0.38681134581565857
HETVBOX,0.3858417272567749
HHWGT110,0.38391485810279846
REWGT109,0.3838071823120117
QSTNUM,0.3820387125015259
PEWGT49,0.3809908330440521
HENOTV4,0.3777109682559967
HHWGT1,0.3776364028453827
HEMOBDAT,0.37666454911231995
HUINTTYP,0.376271516084671
HHWGT58,0.37271836400032043
HUBUS,0.3713417053222656
PEWGT11,0.3705585300922394
HXTELAVL,0.3682119846343994
GTCBSASZ,0.3654923439025879
HELAPTOP,0.3599098324775696
PXHSPNON,0.3594101071357727
PEWGT88,0.3581046760082245
HEINSCHL,0.3558724820613861
HRNUMHOU,0.3552815318107605
PUHRCK4,0.35208311676979065
GTCBSAST,0.3435485064983368
PEWGT145,0.3411385715007782
PEWGT98,0.3400822877883911
PEWGT137,0.339945912361145
PEWGT19,0.3313525319099426
HEPRINOO,0.33102092146873474
PEWGT136,0.3299146890640259
PULKAVR,0.3288029432296753
HEPREVTV,0.3262641131877899
HEHOMTE1,0.3256657123565674
HENOHM2,0.32375964522361755
PEWGT149,0.32357311248779297
PEFNTVTY,0.323276162147522
PEWGT122,0.3225705921649933
PEWGT159,0.32130640745162964
PEDWWK,0.32129111886024475
PRINUSYR,0.32053038477897644
PEWGT99,0.31999602913856506
PEWGT157,0.3190813660621643
PEWGT31,0.3183402419090271
PEWGT160,0.31833216547966003
PRDTOCC2,0.31520336866378784
PEINOTHR,0.3135564923286438
PULKPS1,0.3129621744155884
PEWGT34,0.3125026822090149
PEWGT140,0.31011763215065
PEWGT62,0.30733489990234375
PEWGT85,0.30631664395332336
PEWGT54,0.3056826591491699
GTMETSTA,0.30536088347435
PEWGT155,0.3051639199256897
PEWGT64,0.3049214780330658
PEWGT61,0.3043394088745117
PEWGT70,0.3016185462474823
PRFAMNUM,0.30107545852661133
PEWGT63,0.30064526200294495
PEWGT67,0.3005913496017456
PXSPOUSE,0.2989543378353119
PEWGT30,0.2977408766746521
PEWGT151,0.2974212169647217
PULAYAVR,0.2945074439048767
PXDISOUT,0.29412105679512024
PEWGT92,0.29375824332237244
PEWGT96,0.29120758175849915
PEWGT158,0.28996774554252625
PEWGT38,0.2859911620616913
PXERNH1O,0.28555089235305786
PXHRACT1,0.2852771580219269
REWGT111,0.2849545180797577
PEWGT119,0.28312748670578003
REWGT115,0.28249722719192505
PEWGT33,0.27984312176704407
REWGT82,0.2797544300556183
PEWGT59,0.2793639600276947
PEWGT91,0.27934369444847107
PEWGT147,0.2783314883708954
PUCHINHH,0.2762777507305145
HEFAMINC,0.2753620743751526
PEWGT114,0.27436110377311707
PUIODP3,0.27364638447761536
PEWGT79,0.27355846762657166
PEWGT132,0.27279409766197205
HEINLICO,0.27266550064086914
PEWGT7,0.2718784809112549
HEHOMSU,0.2715754806995392
PEWGT128,0.27035462856292725
GEREG,0.2691480219364166
PXCOHAB,0.26898708939552307
HRMIS,0.2675638496875763
PEWGT89,0.26733094453811646
PEHRACT2,0.26714491844177246
REWGT122,0.26673561334609985
HWHHWGT,0.2664889395236969
REWGT97,0.2658490836620331
PEWGT87,0.26262110471725464
PEWGT106,0.2624501585960388
PEWGT4,0.2616046965122223
PXERNPER,0.26065632700920105
PEWGT129,0.26050040125846863
HRHTYPE,0.2595421075820923
PEWGT116,0.2592020332813263
PEAFWHN2,0.2589530348777771
PRDASIAN,0.25887447595596313
REWGT106,0.2576451003551483
REWGT86,0.25680428743362427
PEWGT73,0.2565477192401886
GEDIV,0.2541969120502472
REWGT53,0.25417062640190125
HENOTV2,0.25303202867507935
PEWGT13,0.25233685970306396
REWGT54,0.25196459889411926
PEWGT108,0.25195372104644775
PELKLWO,0.25159981846809387
PEWGT134,0.2513792812824249
HENOTV12,0.2511643171310425
PEHRACT1,0.2508661150932312
PEMOMTYP,0.2500333786010742
REWGT153,0.24962018430233002
REWGT26,0.24857395887374878
PEDISEYE,0.24853231012821198
PEWGT28,0.24842901527881622
PEWGT77,0.24746908247470856
PEVIDEO,0.24716320633888245
PEWGT86,0.24709458649158478
PEWGT104,0.24636997282505035
REWGT55,0.2458297610282898
PEWGT80,0.24335618317127228
HETELAVL,0.24267630279064178
HUFINAL,0.24183912575244904
PEWGT20,0.24116478860378265
HENOOU6,0.24024544656276703
PEWGT50,0.2383880615234375
REWGT40,0.23830676078796387
PEPUBLSH,0.23823978006839752
PXDWWNTO,0.23797322809696198
PEWGT14,0.2374885231256485
HRHHID2,0.23740224540233612
REWGT72,0.2372151017189026
PEWGT29,0.23670782148838043
PXHRFTPT,0.23591525852680206
REWGT58,0.23553359508514404
REWGT11,0.23422856628894806
PEWGT97,0.23360100388526917
PEWGT148,0.2330866903066635
PETVBOX,0.23208583891391754
PEINSCHL,0.23073983192443848
PEWGT18,0.23073866963386536
PEWGT83,0.23053976893424988
HXFAMINC,0.22881029546260834
PEWGT42,0.22787413001060486
PEWGT26,0.22758007049560547
PEWGT133,0.22741363942623138
PEWGT39,0.22740009427070618
PEWGT57,0.2271680384874344
PELAPTOP,0.22712717950344086
REWGT44,0.22706584632396698
PEERNHRO,0.22692574560642242
HENOTV8,0.22634869813919067
PUHROFF2,0.2254621386528015
PEWGT27,0.22528818249702454
PEIO2ICD,0.2247980535030365
PULK,0.22422324120998383
PEWGT74,0.22373811900615692
PEWGT120,0.22347594797611237
PEERNH2,0.2231769561767578
HRLONGLK,0.22260868549346924
PEWGT153,0.2222416251897812
REWGT140,0.22191472351551056
PEWGT9,0.22154466807842255
PEWGT146,0.2181246280670166
PXAFEVER,0.2178066074848175
REWGT103,0.21651212871074677
PXAFWHN1,0.21630874276161194
REWGT20,0.21542981266975403
REWGT17,0.21479065716266632
REWGT4,0.21455813944339752
PEWGT56,0.21348975598812103
PEWGT32,0.2126007229089737
PREMP,0.2121635377407074
PXIO1ICD,0.211823970079422
HEHMINT2,0.21178610622882843
HENETCHK,0.2116435170173645
PEWGT17,0.2112753540277481
REWGT80,0.21108709275722504
PULKM5,0.21091194450855255
PEWGT65,0.21034811437129974
PEWGT84,0.21003203094005585
REWGT68,0.2099277377128601
PEWGT72,0.20966757833957672
REWGT129,0.20914098620414734
PELKLL1O,0.2090218961238861
PEWGT68,0.2083951234817505
PEWGT66,0.20831523835659027
PEWGT41,0.20746077597141266
PEWGT101,0.20737811923027039
PEWGT16,0.20709599554538727
PEWGT152,0.20697639882564545
PXRACE1,0.20635844767093658
PXMNTVTY,0.20505863428115845
REWGT134,0.20503118634223938
PEWGT22,0.20492421090602875
PRERELG,0.20453648269176483
REWGT127,0.20438234508037567
REWGT9,0.20436307787895203
REWGT95,0.2038503736257553
PEWGT143,0.20369836688041687
PEINELHO,0.20222388207912445
PEHRRSN2,0.20207616686820984
PELKFTO,0.2018411010503769
HENOTV6,0.20175504684448242
PEWGT48,0.20122689008712769
PEWGT109,0.20097003877162933
HETENURE,0.2001717984676361
PEERNUOT,0.19998367130756378
PEWGT135,0.19997760653495789
PELNDAD,0.19960694015026093
PEWGT36,0.19953496754169464
PEWGT105,0.19930124282836914
REWGT114,0.19921986758708954
HXTENURE,0.19910258054733276
PEWGT71,0.19839660823345184
HEHOMTE2,0.1983463317155838
PEINCAFE,0.19800445437431335
PEWGT123,0.1977171152830124
PEWGT113,0.1976359337568283
PEESRVCS,0.19753111898899078
REWGT24,0.19601568579673767
PEERN,0.19549526274204254
PUNLFCK2,0.1954759955406189
REWGT10,0.19536322355270386
REWGT64,0.19485996663570404
PEWGT124,0.194827139377594
PERET1,0.19456419348716736
PXERNH2,0.19446013867855072
PRDISFLG,0.19433069229125977
PEMPHONE,0.19419507682323456
PEWGT150,0.19371624290943146
PEWGT35,0.19294512271881104
REWGT139,0.19288450479507446
HENOHM6,0.192674919962883
PEWGT6,0.19208255410194397
PXIO1OCD,0.1919548213481903
PEEDUCA,0.19181481003761292
PEDISOUT,0.19161902368068695
REWGT130,0.19106179475784302
PEWGT144,0.1910557895898819
REWGT63,0.19085443019866943
