,score
HENOHM5,2.214761972427368
HUBUSL3,0.9693902730941772
PXNETCK2,0.912763237953186
HXTENURE,0.8626577258110046
HENOTV10,0.8118877410888672
HENOHM1,0.754984974861145
HEPSCYBA,0.7323595881462097
PXPAR2,0.6845924854278564
HEEVRHOM,0.6806848645210266
HEINSCHL,0.6271127462387085
HEMEDINF,0.6129327416419983
HXMEDREC,0.5956602692604065
HXMPHONE,0.5704245567321777
PXINOTHR,0.5480755567550659
PUHRCK12,0.5445857644081116
HEDEVSTA,0.5430818796157837
HENOTV6,0.5424402952194214
HEHNETQL,0.5376290082931519
HEHNETST,0.5350725650787354
HXPRINOH,0.524749219417572
HENOTV11,0.5212212204933167
PXIO2ICD,0.5183802843093872
PEERNHRY,0.5120600461959839
HXLOPRCE,0.5097243189811707
PRDTCOW2,0.5052815675735474
PXMLR,0.5038468241691589
PXDISREM,0.5034414529800415
PRUNEDUR,0.49801525473594666
HENOTV7,0.4883781969547272
HXDEVSTA,0.48552176356315613
HXINELHO,0.4810197353363037
PXDWWNTO,0.4807540476322174
HEMEDMON,0.47901180386543274
HEINOTHR,0.47795918583869934
PELKLL1O,0.4718548059463501
PUJHCK2,0.46872323751449585
UNEMPTYPE,0.46786385774612427
PXHRUSLT,0.4673328399658203
STATE,0.46442827582359314
PRWKSCH,0.46122637391090393
HEINLICO,0.45693039894104004
PXFNTVTY,0.4509560465812683
HUBUSL2,0.44700121879577637
PXRACE1,0.44271379709243774
HETELAVL,0.44157129526138306
PXTABLET,0.4373122751712799
PRDTHSP,0.43686017394065857
HETABLET,0.4360630512237549
HENOTV5,0.4352925419807434
HENOTV4,0.4313516914844513
HEMEDREC,0.4291810095310211
HETVBOX,0.42766886949539185
PXAGE,0.42110714316368103
PXINCAFE,0.4210101068019867
HRNUMHOU,0.42054492235183716
HENOTV1,0.41475826501846313
PXINLICO,0.4122201204299927
QSTNUM,0.41100063920021057
HEINTRAV,0.4105912446975708
HELOPRCE,0.4041743576526642
PELAYDUR,0.4014599621295929
HEHMINT1,0.40054091811180115
HENOHM10,0.39840638637542725
PXDISEAR,0.39781779050827026
HEDESKTP,0.396323025226593
HENETCHK,0.3946340084075928
PTDTRACE,0.3941609561443329
HXFAMINC,0.392375648021698
PXSCHFT,0.3911357522010803
GTMETSTA,0.3907679319381714
HXHNETQL,0.3878958225250244
HEHOMTE4,0.3878842294216156
PUDWCK5,0.38541916012763977
PXTVBOX,0.3853580057621002
HXTELHHD,0.385145902633667
HELAPTOP,0.3837730586528778
PXINELHO,0.3797873854637146
HURESPLI,0.3774111568927765
PXHSPNON,0.3744041323661804
PXHRUSL2,0.37274253368377686
GTCO,0.3722832500934601
HENOHM6,0.37193557620048523
PXWEARAB,0.36406758427619934
HEHMINT2,0.36254897713661194
HEMEDDOC,0.3597472608089447
HEINELHO,0.35856714844703674
HEDEVQUA,0.3566465377807617
HXPSCON1,0.3522581160068512
PXHRUSL1,0.35196366906166077
PRCITFLG,0.35091644525527954
HXINOTHR,0.35045531392097473
HUFINAL,0.3481563925743103
HEMOBDAT,0.3453028202056885
GTCSA,0.34473133087158203
PRDASIAN,0.34229838848114014
HEINWORK,0.3391345143318176
HEPRINOH,0.33709898591041565
HUBUSL1,0.33694130182266235
HETELHHD,0.33691462874412537
HUINTTYP,0.33684042096138
GTCBSA,0.33576324582099915
HXMOBDAT,0.33375975489616394
HRLONGLK,0.3326946794986725
PUDIS2,0.33155664801597595
PXDESKTP,0.33130213618278503
HXDEVQUA,0.32935842871665955
HWHHWGT,0.3291967809200287
HENOTV2,0.3287256956100464
PXINSCHL,0.3275568187236786
HXNOTV1,0.3242807984352112
HXMEDDOC,0.3241153657436371
PXIO1ICD,0.32359573245048523
HXNOHM1,0.3235279321670532
HEPREVTV,0.32088321447372437
PXLAPTOP,0.32083117961883545
HUPRSCNT,0.31989017128944397
HXPSCYBA,0.3198186159133911
PEDW4WK,0.3192133605480194
PXABSPDO,0.3172271251678467
PXMJOT,0.3106641471385956
HEINCAFE,0.31012848019599915
PEINOTHR,0.3093022108078003
PELAYFTO,0.30929169058799744
HWHHWTLN,0.3088107705116272
HENOTV12,0.3080677390098572
PXNATVTY,0.3078734278678894
HXHOMTE1,0.30745795369148254
PXPAR1,0.3066466152667999
PXHRRSN2,0.30602771043777466
HXTRADTV,0.3058633804321289
HXTELAVL,0.30557674169540405
PEFNTVTY,0.3047463893890381
GTCBSASZ,0.30370721220970154
PXINTRAV,0.30303797125816345
PTERNH1C,0.30245545506477356
HEHOMTE3,0.299501895904541
PEPDEMP2,0.2992230951786041
HEWEARAB,0.29743579030036926
PXHRACT1,0.29696181416511536
HENOHM4,0.29683974385261536
PXNLFRET,0.2968066334724426
PENETCK2,0.2967739999294281
HRHHID2,0.2937275767326355
GTCBSAST,0.2927166819572449
HRMIS,0.2916322648525238
HENOHM8,0.29000914096832275
HENOTV8,0.2845866084098816
PRNMCHLD,0.2832595705986023
PRDISFLG,0.27980583906173706
PELAYAVL,0.27963194251060486
PEINCAFE,0.2787185311317444
PXCERT1,0.27849438786506653
PXSPOUSE,0.27825120091438293
PXERNWKP,0.2781471908092499
PUBUS2OT,0.2754131853580475
PXMPHONE,0.27370911836624146
PRDISC,0.2718765437602997
PXABSRSN,0.2710466682910919
HXPREVTV,0.27093398571014404
HXLAPTOP,0.2697617709636688
HEHOMTE1,0.2692429721355438
HENOTV3,0.2667394280433655
HEMPHONE,0.26588794589042664
HEFAMINC,0.26585206389427185
PXAFNOW,0.2633601129055023
PUIOCK1,0.262592613697052
HETRADTV,0.26064762473106384
PXPDEMP1,0.26033276319503784
PXDISDRS,0.25814032554626465
PEERNPER,0.25788941979408264
PEHRFTPT,0.2562389373779297
GTINDVPC,0.25504061579704285
PXMNTVTY,0.25373950600624084
HXMEDMON,0.2529791295528412
PENATVTY,0.25155749917030334
HENOHM3,0.2510361075401306
PEINELHO,0.25013044476509094
PRCHLD,0.249911829829216
PXERNH2,0.24948537349700928
PXSEX,0.24935457110404968
PEHRRSN2,0.24930252134799957
PXSCHLVL,0.24928562343120575
PXCOHAB,0.2491331398487091
PXAFWHN1,0.24789822101593018
PWORWGT,0.24579836428165436
PXEDUCA,0.24576331675052643
PXHRFTPT,0.2434571087360382
PTERNHLY,0.24308016896247864
PRABSREA,0.24222305417060852
PUHRCK2,0.24185286462306976
PEMNTVTY,0.24041065573692322
PXAFEVER,0.23996363580226898
HEHOMTE2,0.23977749049663544
PXAUDIO,0.2381608486175537
PXJHWKO,0.2373615801334381
PETVBOX,0.23637937009334564
PUHRCK7,0.23602358996868134
PXERNPER,0.23499882221221924
HXDESKTP,0.2344050407409668
PTIO2OCD,0.2336631417274475
PRCITSHP,0.2329714149236679
HXHNETST,0.23280209302902222
HXPSPRE1,0.23053282499313354
HEPHONEO,0.22919930517673492
PXHGCOMP,0.22874322533607483
PELKDUR,0.22789359092712402
PULAY,0.22779043018817902
HRHTYPE,0.2266189604997635
PXERNRT,0.2254941314458847
PULKPS1,0.2242026925086975
PERET1,0.2239254266023636
PXERNH1O,0.22254112362861633
PEHRRSN1,0.22194430232048035
PTWK,0.22162213921546936
PEDISEAR,0.22048965096473694
GESTFIPS,0.22041921317577362
PULKM3,0.22032979130744934
HXINWORK,0.21999520063400269
PEERNWKP,0.2193230241537094
PEDWRSN,0.21851766109466553
PRFAMNUM,0.21783749759197235
PRIMIND1,0.2174454778432846
PELKFTO,0.21704785525798798
PEABSRSN,0.2166440784931183
HUBUS,0.2150316834449768
PETABLET,0.21490797400474548
PUBUS1,0.2148674726486206
HXMEDINF,0.21371908485889435
PULKM6,0.21351510286331177
PENLFJH,0.21301792562007904
PUHRCK4,0.21293829381465912
PREMP,0.21284790337085724
PEWEARAB,0.2124965339899063
PEINLICO,0.21242764592170715
PTERNH2,0.21225489675998688
PXERNCOV,0.20992498099803925
PESCHENR,0.2090272754430771
HXINLICO,0.20802049338817596
PECOHAB,0.20725592970848083
PEINSCHL,0.20677600800991058
HENOHM2,0.20558832585811615
PUDWCK2,0.20417557656764984
HXINTRAV,0.20293459296226501
PEPAR1TYP,0.20239858329296112
PEHGCOMP,0.20228487253189087
PRPTREA,0.20201987028121948
HXTABLET,0.20169556140899658
PUHRCK3,0.20163998007774353
HRHHID,0.2012927085161209
PEAFWHN2,0.20069988071918488
PUDWCK3,0.20066428184509277
PEAUDIO,0.20035046339035034
HEHOUSUT,0.19987644255161285
PXCERT3,0.19925457239151
PUNLFCK2,0.19723175466060638
PRCOWPG,0.19702492654323578
PURETOT,0.19587579369544983
PEAFWHN3,0.19556163251399994
PULAY6M,0.19552060961723328
GEREG,0.19544537365436554
PEAFWHN4,0.19436709582805634
PRINUYER,0.19393901526927948
HXWEARAB,0.1938111037015915
HETENURE,0.1937413066625595
PXCYC,0.19334350526332855
PELKLWO,0.19306719303131104
PRHRUSL,0.19271109998226166
PXIO1OCD,0.19265586137771606
GEDIV,0.19257478415966034
PECERT2,0.19075793027877808
PEMPHONE,0.18969237804412842
PXERNUOT,0.1895643025636673
EDUCDT,0.18914997577667236
PEERNRT,0.18834926187992096
PUHROT2,0.1865377426147461
PXPAR2TYP,0.18559637665748596
PEEGOODS,0.184368297457695
PUCHINHH,0.1836797595024109
PTERNWA,0.18245112895965576
PWLGWGT,0.1821274757385254
PEDWLKWK,0.17802205681800842
PEESRVCS,0.17480365931987762
PEDISOUT,0.17416302859783173
PXDIPGED,0.174128919839859
SCHOOL,0.17333850264549255
PRJOBSEA,0.1728179007768631
PXHRWANT,0.17272840440273285
PEHRRSN3,0.17212244868278503
PEINWORK,0.17195159196853638
PUDIS,0.17180974781513214
PEFINANC,0.1707189828157425
PEPDEMP1,0.17058579623699188
PXIO1COW,0.17042763531208038
PXDISPHY,0.17021526396274567
PULAYCK3,0.16878145933151245
PUDIS1,0.16783751547336578
PUHROFF2,0.16654187440872192
PWFMWGT,0.16592203080654144
PXDWLKO,0.165764719247818
PUABSOT,0.1655617356300354
PUBUSCK1,0.1640920788049698
PTERN,0.1638360172510147
PULKM5,0.16202707588672638
PECONFER,0.16195060312747955
PESCHFT,0.16150999069213867
PRTAGE,0.16140803694725037
PXPUBLISH,0.1612224131822586
PEAFWHN1,0.16088926792144775
PEDISREM,0.16070832312107086
PELAPTOP,0.16004019975662231
PUIODP3,0.15989162027835846
PRDTIND1,0.15913616120815277
PEJOBSCH,0.158640056848526
PECYC,0.15855631232261658
PEIO1ICD,0.15716923773288727
MARRIED,0.15712080895900726
PRFAMTYP,0.15635792911052704
PELKM1,0.1562618613243103
PXPAR1TYP,0.15624958276748657
PEJHRSN,0.15445630252361298
HXINCAFE,0.15418462455272675
PEDISPHY,0.15377089381217957
PETELEWK,0.15376216173171997
PEECOMME,0.15300917625427246
PUWK,0.15260812640190125
PEMARITL,0.15239712595939636
HXINSCHL,0.1519121676683426
PEEDTRAI,0.1514887660741806
PEHRUSLT,0.14853334426879883
PXPDEMP2,0.14849039912223816
PEPAR1,0.14828625321388245
PEDESKTP,0.14783975481987
PEHRAVL,0.14570412039756775
PXECOMME,0.14532223343849182
PXVOICEA,0.14515168964862823
PTIO1OCD,0.1441785842180252
PEHRUSL1,0.14415238797664642
PRPTHRS,0.14402318000793457
PEPAR2,0.1439855992794037
PXSCHENR,0.143483504652977
PECERT3,0.14332576096057892
PUHROFF1,0.14146991074085236
PXHRRSN3,0.13980749249458313
PRNLFSCH,0.1386028677225113
PEJHWKO,0.13820019364356995
PTERNH1O,0.13816672563552856
PUIODP2,0.1369733065366745
PXNLFACT,0.13633765280246735
PEDWWNTO,0.13630856573581696
PEHRACT1,0.13564585149288177
PEDISEYE,0.134799987077713
PESCHLVL,0.13325825333595276
PWSSWGT,0.13254627585411072
PRDTOCC1,0.13204631209373474
PENLFRET,0.1318252980709076
PEHRACTT,0.13162080943584442
PUJHCK1,0.1315392255783081
PXERN,0.1314917802810669
PEERNHRO,0.13148438930511475
PXDISEYE,0.13143081963062286
PRMARSTA,0.13100449740886688
PELKLL2O,0.13082274794578552
PUBUSCK4,0.1301335245370865
PWPRMWGT,0.1300874948501587
PEHRWANT,0.12997707724571228
PEGAMING,0.12964215874671936
PEUSESVC,0.12916822731494904
PEHRACT2,0.12892751395702362
PXGAMING,0.12890540063381195
PEEDUCA,0.12825320661067963
PRDTCOW1,0.12793917953968048
PECERT1,0.12738049030303955
PENLFACT,0.12704214453697205
PEEMAIL,0.1254969835281372
PXRRP,0.12382186204195023
PEDISDRS,0.12330403178930283
PXMARITL,0.1226186603307724
PEIO1COW,0.12189371138811111
HXEVRHOM,0.12146647274494171
PETEXTIM,0.12113206088542938
PUIOCK2,0.1195787712931633
PEHRUSL2,0.11935707926750183
PWCMPWGT,0.11909060180187225
PXCERT2,0.11894407868385315
PXLKLL2O,0.11893616616725922
PEVIDEO,0.11863268911838531
PEINTRAV,0.11811213940382004
HXTVBOX,0.112879678606987
PEJHWANT,0.11221271753311157
PEDWAVL,0.11128216981887817
PWVETWGT,0.10989730805158615
PXINHOME,0.10953966528177261
PESOCIAL,0.10951413214206696
PEERNLAB,0.10926079005002975
PEEGOVTS,0.10810419172048569
PESPOUSE,0.10727883130311966
PXRET1,0.10659613460302353
PUHROT1,0.10650408267974854
PEAFEVER,0.1062600165605545
PEPUBLISH,0.10562056303024292
PRERELG,0.1054994985461235
PUIO1MFG,0.10527801513671875
PUIODP1,0.10462506860494614
PXHRAVL,0.10454881936311722
PEVOICEA,0.1038244366645813
PEDIPGED,0.10367865115404129
PEERNUOT,0.10310398787260056
PEIO2COW,0.10256645828485489
PEPAR2TYP,0.10252223908901215
PXERNLAB,0.10070895403623581
HXINHOME,0.1006065085530281
PEDWLKO,0.10051571577787399
PXJHRSN,0.10026350617408752
PULAYAVR,0.09937894344329834
PXINUSYR,0.09907184541225433
PULAYCK2,0.09769129008054733
PRWERNAL,0.09563417732715607
PRSJMJ,0.0955529659986496
PTNMEMP1,0.09554827213287354
PXEGOVTS,0.09470891207456589
PUIO2MFG,0.093568816781044
PXNLFJH,0.09158840030431747
PULKM2,0.09073832631111145
PRHERNAL,0.09045524895191193
PRUNTYPE,0.0904274731874466
PEIO2ICD,0.08969934284687042
PUJHCK4,0.08909925818443298
PEINHOME,0.08694913238286972
PULINENO,0.08493813872337341
PRFAMREL,0.0844099372625351
PXNMEMP1,0.08404413610696793
PEMLR,0.0837520956993103
PRAGNA,0.08326230943202972
PUDWCK4,0.08281916379928589
PEHOMIOT,0.08187290281057358
PESEX,0.0818200632929802
PULKAVR,0.0809498205780983
PUSLFPRX,0.08076739311218262
PXINWORK,0.08031970262527466
PULK,0.08012936264276505
PEMJNUM,0.08007913082838058
PXHRRSN1,0.08000367134809494
PULKDK1,0.07900647819042206
PELAYLK,0.07862233370542526
PUBUSCK2,0.0780312716960907
HEINHOME,0.07762930542230606
PXJHWANT,0.07595781236886978
PXTELEWK,0.07355421036481857
PUNLFCK1,0.06986736506223679
PERRP,0.06956437230110168
PULAYDT,0.0694073736667633
PEDWWK,0.06894011050462723
PXJOBSCH,0.06626037508249283
PRNAGPWS,0.06530704349279404
PULKM4,0.06528332829475403
PXDWRSN,0.06300463527441025
PXERNHRO,0.061781592667102814
HENOTV9,0.060878440737724304
PXLKLWO,0.06051133945584297
PEDWAVR,0.059411920607089996
HENOHM7,0.05915286764502525
PRNAGWS,0.05821635574102402
PUHRCK5,0.058025408536195755
PXSOCIAL,0.057954855263233185
